feature,importance_mean,importance_std,importance_median,importance_min,importance_max,importance_range,importance_q25,importance_q75,importance_iqr,importance_cv,stability_score,rank_mean,rank_std,rank_median,rank_min,rank_max,top_1pct_frequency,top_5pct_frequency,top_10pct_frequency,above_mean_frequency,importance_zscore,overall_rank
cg05381353,0.00012488185155286148,0.00041451890039108364,0.0,0.0,0.0018774813492515871,0.0018774813492515871,0.0,0.0,0.0,3.319285895493243,-2.319285895493243,94343.37,29593.799601489165,103646.75,34.0,103684.5,9.0,9.0,9.0,9.0,9.00596094693529,386.0
cg13066788,0.00012487268932296247,0.0004436302017143378,0.0,0.0,0.00255394445955234,0.00255394445955234,0.0,0.0,0.0,3.5526571010355417,-2.5526571010355417,94348.585,29580.6316920426,103647.25,9.0,103684.5,9.0,9.0,9.0,9.0,9.005273500755218,387.0
cg10319048,0.0001247046215866126,0.00042499502423888955,0.0,0.0,0.002050236370645404,0.002050236370645404,0.0,0.0,0.0,3.4080106898255083,-2.4080106898255083,94347.47,29580.630425146453,103647.0,13.0,103684.5,9.0,9.0,9.0,9.0,8.992663303824918,388.0
cg18697172,0.00012456272105074864,0.0004307071435469235,0.0,0.0,0.0022799463329201196,0.0022799463329201196,0.0,0.0,0.0,3.4577503938470318,-2.4577503938470318,95370.905,28078.359635553414,103648.0,10.0,103684.5,8.0,8.0,8.0,8.0,8.982016443573082,389.0
cg19410923,0.00012450632681376374,0.000443184448744487,0.0,0.0,0.002608075931209603,0.002608075931209603,0.0,0.0,0.0,3.559530701233605,-2.559530701233605,95373.98,28065.95420531075,103647.0,8.0,103684.0,8.0,8.0,8.0,8.0,8.977785158916323,390.0
cg14084022,0.00012426451787798172,0.0004243274703009415,0.0,0.0,0.001843227870600782,0.001843227870600782,0.0,0.0,0.0,3.4147086881770186,-2.4147086881770186,95369.585,28082.532518814518,103647.0,31.0,103684.5,8.0,8.0,8.0,8.0,8.959642127029646,391.0
cg13064129,0.00012402573995930503,0.00042427737559140653,0.0,0.0,0.001876581031119183,0.001876581031119183,0.0,0.0,0.0,3.420878872746349,-2.420878872746349,95369.645,28081.3748883753,103647.0,27.0,103684.5,8.0,8.0,8.0,8.0,8.941726513703053,392.0
cg05358528,0.00012394713830646842,0.00041018781186300175,0.0,0.0,0.0018454979629926134,0.0018454979629926134,0.0,0.0,0.0,3.309374355310628,-2.309374355310628,93323.015,30988.112226098492,103648.5,38.0,103684.5,10.0,10.0,10.0,9.0,8.935828996768253,393.0
cg16108946,0.00012388079408365998,0.0003989211404866645,0.0,0.0,0.001681236502939827,0.001681236502939827,0.0,0.0,0.0,3.22019907458258,-2.22019907458258,94342.57,29593.679986698175,103647.0,63.0,103684.5,9.0,9.0,9.0,9.0,8.930851160254406,394.0
cg09412707,0.00012382118646508554,0.00039744141111808435,0.0,0.0,0.001651624733977676,0.001651624733977676,0.0,0.0,0.0,3.2097987548381086,-2.2097987548381086,94344.535,29592.58406545929,103647.0,71.0,103684.5,9.0,9.0,9.0,9.0,8.926378774149287,395.0
cg06376845,0.00012373554194131768,0.00047652455003567004,0.0,0.0,0.0029170996619409706,0.0029170996619409706,0.0,0.0,0.0,3.85115026324965,-2.85115026324965,96405.745,26408.38149532218,103647.25,3.0,103684.5,7.000000000000001,7.000000000000001,7.000000000000001,7.000000000000001,8.91995282747939,396.0
cg15245184,0.0001237340289579557,0.0004167237070247988,0.0,0.0,0.0024903175128933182,0.0024903175128933182,0.0,0.0,0.0,3.3678962347276036,-2.3678962347276036,93323.385,30980.52263550883,103647.0,9.0,103684.5,10.0,10.0,10.0,9.0,8.919839307665528,397.0
cg00573948,0.00012372961801997723,0.0004287294116267426,0.0,0.0,0.001997782146277534,0.001997782146277534,0.0,0.0,0.0,3.465047997260614,-2.465047997260614,95373.25,28070.029124539575,103647.0,20.0,103684.5,8.0,8.0,8.0,8.0,8.919508353029238,398.0
cg20235036,0.00012364642227774802,0.00039798265757970083,0.0,0.0,0.0017259211376858437,0.0017259211376858437,0.0,0.0,0.0,3.218712910385863,-2.218712910385863,94344.03,29590.961042252413,103647.0,55.0,103684.5,9.0,9.0,9.0,9.0,8.913266139526172,399.0
cg07314038,0.000123628145566219,0.0004283002102330125,0.0,0.0,0.001799012599129155,0.001799012599129155,0.0,0.0,0.0,3.4644203537095577,-2.4644203537095577,95372.415,28072.284228314504,103647.25,28.0,103684.5,8.0,8.0,8.0,8.0,8.911894829739865,400.0
cg00675372,0.00012354386267782202,0.00043873627522557633,0.0,0.0,0.0026108981930811036,0.0026108981930811036,0.0,0.0,0.0,3.551256295459074,-2.551256295459074,95375.045,28062.274292641985,103647.25,7.0,103684.5,8.0,8.0,8.0,8.0,8.905571047176815,401.0
cg23185921,0.00012352901317265892,0.00042299245934737163,0.0,0.0,0.0018453176512518927,0.0018453176512518927,0.0,0.0,0.0,3.4242329478731643,-2.4242329478731643,95370.165,28079.04668280736,103647.25,25.0,103684.0,8.0,8.0,8.0,8.0,8.90445688220684,402.0
cg21511969,0.00012350517935218847,0.00042022746046012263,0.0,0.0,0.0018076791391538269,0.0018076791391538269,0.0,0.0,0.0,3.4025060520838077,-2.4025060520838077,95368.525,28086.086198095934,103647.25,32.0,103684.5,8.0,8.0,8.0,8.0,8.90266862006765,403.0
cg05858681,0.00012348892840793708,0.0004277391244544125,0.0,0.0,0.002139539556558498,0.002139539556558498,0.0,0.0,0.0,3.4637824102187214,-2.4637824102187214,95373.375,28070.511754185656,103647.0,16.0,103684.5,8.0,8.0,8.0,8.0,8.901449304500225,404.0
cg23836747,0.0001234069038933501,0.0004542665692100289,0.0,0.0,0.0031833514105354763,0.0031833514105354763,0.0,0.0,0.0,3.6810436594231866,-2.6810436594231866,95378.195,28052.20165467365,103647.0,4.0,103684.0,8.0,8.0,8.0,8.0,8.895294968727528,405.0
cg15713546,0.00012312131282136727,0.00042091493249653224,0.0,0.0,0.0017707812760286525,0.0017707812760286525,0.0,0.0,0.0,3.4186980383925873,-2.4186980383925873,95369.445,28079.626897440692,103646.75,42.0,103684.5,8.0,8.0,8.0,8.0,8.873866943709439,406.0
cg25596085,0.00012311941679284634,0.0004976588647500046,0.0,0.0,0.00361970732471891,0.00361970732471891,0.0,0.0,0.0,4.042079417736313,-3.0420794177363133,95385.65,28028.652421094022,103647.25,2.0,103684.5,8.0,8.0,8.0,8.0,8.873724683847115,407.0
cg26416566,0.0001227352541471457,0.00047756824078839545,0.0,0.0,0.0032252886339825516,0.0032252886339825516,0.0,0.0,0.0,3.8910405571963036,-2.8910405571963036,96405.405,26408.098122043455,103647.25,4.0,103684.5,7.000000000000001,7.000000000000001,7.000000000000001,7.000000000000001,8.844900789857936,408.0
cg10596569,0.0001226147841912589,0.00041642795436996774,0.0,0.0,0.002059115134648753,0.002059115134648753,0.0,0.0,0.0,3.3962267885879918,-2.3962267885879918,94347.0,29585.334795807197,103647.0,13.0,103684.5,9.0,9.0,9.0,9.0,8.835861875543324,409.0
cg09054951,0.00012254071752817002,0.00037409251758507893,0.0,0.0,0.0015537122525716709,0.0015537122525716709,0.0,0.0,0.0,3.052799264205019,-2.052799264205019,91269.075,33531.77731968401,103647.0,95.0,103684.5,12.0,12.0,12.0,12.0,8.830304620904181,410.0
cg10642164,0.00012252554596148442,0.00044886020080217364,0.0,0.0,0.0027883363012669565,0.0027883363012669565,0.0,0.0,0.0,3.6633979546067565,-2.6633979546067565,95381.175,28043.78856969712,103648.0,9.0,103684.0,8.0,8.0,8.0,8.0,8.829166291515081,411.0
cg22881200,0.00012202211903992931,0.0004240344748914512,0.0,0.0,0.0022918342611363174,0.0022918342611363174,0.0,0.0,0.0,3.4750595279101955,-2.4750595279101955,95374.54,28066.99895034024,103648.0,10.0,103684.5,8.0,8.0,8.0,8.0,8.791393945919797,412.0
cg12351212,0.00012194182170978315,0.000449398744674013,0.0,0.0,0.002318242206630434,0.002318242206630434,0.0,0.0,0.0,3.68535068475929,-2.68535068475929,95377.06,28056.82805247949,103648.0,11.0,103684.5,8.0,8.0,8.0,8.0,8.785369201563078,413.0
cg05216141,0.00012193840880919203,0.0004610341814316186,0.0,0.0,0.002938739036710537,0.002938739036710537,0.0,0.0,0.0,3.780874359822126,-2.780874359822126,95378.2,28051.055724606875,103647.0,5.0,103684.5,8.0,8.0,8.0,8.0,8.785113130115386,414.0
cg00423598,0.00012172486938826588,0.0003792574617659108,0.0,0.0,0.001512641309400973,0.001512641309400973,0.0,0.0,0.0,3.115691576443894,-2.115691576443894,93320.16,30992.557923546745,103647.0,150.0,103684.5,10.0,10.0,10.0,10.0,8.769091172488402,415.0
cg12441545,0.00012143665066161903,0.00044812438868907474,0.0,0.0,0.0021365461847389564,0.0021365461847389564,0.0,0.0,0.0,3.690187577052057,-2.690187577052057,96400.82,26425.351499603556,103647.0,10.0,103684.5,7.000000000000001,7.000000000000001,7.000000000000001,7.000000000000001,8.747465993373412,416.0
cg02676175,0.00012131410963969916,0.0004346755597868632,0.0,0.0,0.0021130616721242628,0.0021130616721242628,0.0,0.0,0.0,3.5830556130056093,-2.5830556130056093,95371.71,28074.14039709676,103647.0,16.0,103684.5,8.0,8.0,8.0,8.0,8.738271686054173,417.0
cg03263673,0.00012128384234860769,0.00041036444164396633,0.0,0.0,0.0018237547892720298,0.0018237547892720298,0.0,0.0,0.0,3.383501836248459,-2.383501836248459,94347.125,29583.265639156118,103647.25,35.0,103684.5,9.0,9.0,9.0,9.0,8.736000717755918,418.0
cg19967433,0.00012126844375565899,0.00041193274711128115,0.0,0.0,0.0019995965810241816,0.0019995965810241816,0.0,0.0,0.0,3.3968639710993345,-2.3968639710993345,94348.82,29580.50121080777,103648.5,17.0,103684.5,9.0,9.0,9.0,9.0,8.73484535448543,419.0
cg11175977,0.00012121928039934139,0.0004588230279379303,0.0,0.0,0.0028384053265309334,0.0028384053265309334,0.0,0.0,0.0,3.785063299502092,-2.785063299502092,96401.945,26420.173280364284,103647.0,5.0,103684.5,7.000000000000001,7.000000000000001,7.000000000000001,7.000000000000001,8.731156606017795,420.0
cg13808090,0.00012103752904386506,0.0005443160015168316,0.0,0.0,0.004256826313486249,0.004256826313486249,0.0,0.0,0.0,4.497080831941667,-3.497080831941667,97440.54,24579.89595967403,103647.75,2.0,103684.5,6.0,6.0,6.0,6.0,8.717519721064848,421.0
cg10002979,0.0001210017856729767,0.0004674938170606936,0.0,0.0,0.003066746465189233,0.003066746465189233,0.0,0.0,0.0,3.8635250555033194,-2.8635250555033194,96405.605,26407.65488975639,103647.0,1.0,103684.5,7.000000000000001,7.000000000000001,7.000000000000001,7.000000000000001,8.714837880066426,422.0
cg26198107,0.00012093064045588495,0.0004595004482617715,0.0,0.0,0.002851776303235721,0.002851776303235721,0.0,0.0,0.0,3.7996992867946218,-2.7996992867946218,96405.1,26412.745205582094,103648.75,6.0,103684.5,7.000000000000001,7.000000000000001,7.000000000000001,7.000000000000001,8.709499822818435,423.0
cg04578566,0.00012071960608598552,0.00038715302742101034,0.0,0.0,0.0016312012087635352,0.0016312012087635352,0.0,0.0,0.0,3.207040838429902,-2.207040838429902,94345.15,29587.738898444062,103646.75,95.0,103684.5,9.0,9.0,9.0,9.0,8.693665820282973,424.0
cg05571369,0.00012071275969922652,0.00044247659187930324,0.0,0.0,0.0019980849787204994,0.0019980849787204994,0.0,0.0,0.0,3.6655298613734892,-2.6655298613734892,96398.845,26429.54947030832,103647.0,17.0,103684.0,7.000000000000001,7.000000000000001,7.000000000000001,7.000000000000001,8.693152132842616,425.0
cg04025299,0.00012045895472838557,0.0003686284976025459,0.0,0.0,0.0015454546447049363,0.0015454546447049363,0.0,0.0,0.0,3.0601974956032962,-2.0601974956032962,93324.025,30982.068421457516,103647.25,106.0,103684.5,10.0,10.0,10.0,10.0,8.674109033115666,426.0
cg15782300,0.00012041587616737913,0.0005368471204351037,0.0,0.0,0.0031529759865591956,0.0031529759865591956,0.0,0.0,0.0,4.458271547696314,-3.458271547696314,97443.305,24571.192472883264,103648.5,1.0,103684.5,6.0,6.0,6.0,6.0,8.670876829543685,427.0
cg18981392,0.00012040014411287502,0.0004517380195426464,0.0,0.0,0.002973746559418592,0.002973746559418592,0.0,0.0,0.0,3.751969299324201,-2.751969299324201,95378.75,28048.647562449423,103647.0,3.0,103684.0,8.0,8.0,8.0,8.0,8.669696446504538,428.0
cg17701798,0.0001202411251115531,0.0003825754426603743,0.0,0.0,0.00140094572658621,0.00140094572658621,0.0,0.0,0.0,3.1817327402098754,-2.1817327402098754,94345.54,29587.45605824198,103647.0,216.0,103684.5,9.0,9.0,9.0,9.0,8.657765180183711,429.0
cg10158843,0.0001201389543855411,0.00041801284112713533,0.0,0.0,0.0020568543184288856,0.0020568543184288856,0.0,0.0,0.0,3.47940845102443,-2.47940845102443,95374.2,28066.9006233321,103647.25,12.0,103684.5,8.0,8.0,8.0,8.0,8.650099265216896,430.0
cg14516946,0.00012006814883456859,0.0003834992229914739,0.0,0.0,0.0015080472799554603,0.0015080472799554603,0.0,0.0,0.0,3.194010295926474,-2.194010295926474,94345.755,29586.561360057967,103647.0,126.0,103684.0,9.0,9.0,9.0,9.0,8.644786693268745,431.0
cg06229347,0.00012006813715629095,0.00040886647816052146,0.0,0.0,0.0025444711216320694,0.0025444711216320694,0.0,0.0,0.0,3.405284260385254,-2.405284260385254,94351.955,29568.906370467525,103647.25,6.0,103684.5,9.0,9.0,9.0,9.0,8.644785817042386,432.0
cg11974939,0.00011998324323229076,0.0004414227490772709,0.0,0.0,0.00214353669761434,0.00214353669761434,0.0,0.0,0.0,3.679033582375392,-2.679033582375392,96400.615,26425.767240125217,103647.0,9.0,103684.5,7.000000000000001,7.000000000000001,7.000000000000001,7.000000000000001,8.638416188206547,433.0
cg19030740,0.00011984346625481094,0.0003864502145244162,0.0,0.0,0.0018556078309360938,0.0018556078309360938,0.0,0.0,0.0,3.224622118660481,-2.224622118660481,94348.78,29578.8574946126,103648.0,27.0,103684.5,9.0,9.0,9.0,9.0,8.627928659483763,434.0
cg22541038,0.00011973572620629396,0.0004128127713785938,0.0,0.0,0.0018914865569962646,0.0018914865569962646,0.0,0.0,0.0,3.447696353365073,-2.447696353365073,95373.775,28069.824925832272,103648.0,30.0,103684.5,8.0,8.0,8.0,8.0,8.619844875774968,435.0
cg16132118,0.00011973425572844531,0.0004617824987431662,0.0,0.0,0.0030285961639986126,0.0030285961639986126,0.0,0.0,0.0,3.8567251306757604,-2.8567251306757604,96405.73,26408.85548177164,103648.0,3.0,103684.5,7.000000000000001,7.000000000000001,7.000000000000001,7.000000000000001,8.619734545168654,436.0
cg12423667,0.00011961913802794958,0.00041401983708359695,0.0,0.0,0.001920518358531318,0.001920518358531318,0.0,0.0,0.0,3.461147587203819,-2.461147587203819,95374.53,28068.32939184482,103648.0,28.0,103684.5,8.0,8.0,8.0,8.0,8.611097212954027,437.0
cg13728069,0.0001196093035566801,0.0004682844773785032,0.0,0.0,0.003224604021445399,0.003224604021445399,0.0,0.0,0.0,3.9151142255850653,-2.9151142255850653,96406.84,26402.79758263128,103647.25,3.0,103684.5,7.000000000000001,7.000000000000001,7.000000000000001,7.000000000000001,8.610359328205254,438.0
cg01782668,0.00011959796749330388,0.00040735085273056634,0.0,0.0,0.0016853932584269663,0.0016853932584269663,0.0,0.0,0.0,3.405998619111244,-2.405998619111244,95371.185,28076.188202430094,103647.25,59.0,103684.0,8.0,8.0,8.0,8.0,8.609508778333558,439.0
cg01793068,0.00011958370323859619,0.0004136194989067371,0.0,0.0,0.0019923481587757045,0.0019923481587757045,0.0,0.0,0.0,3.4588254237195866,-2.4588254237195866,95376.2,28063.23725285449,103648.75,16.0,103684.5,8.0,8.0,8.0,8.0,8.608438524965276,440.0
cg16527441,0.00011910375833204003,0.00040945016325554965,0.0,0.0,0.002630708404893721,0.002630708404893721,0.0,0.0,0.0,3.437757340438768,-2.437757340438768,94355.115,29558.566292604166,103647.0,9.0,103684.5,9.0,9.0,9.0,9.0,8.57242804538835,441.0
cg14115789,0.0001191021984327188,0.0004058681526946702,0.0,0.0,0.0017581808893786122,0.0017581808893786122,0.0,0.0,0.0,3.4077272901995777,-2.4077272901995777,95371.85,28075.202340722324,103647.0,43.0,103684.0,8.0,8.0,8.0,8.0,8.572311005449219,442.0
cg13409645,0.00011906410427676295,0.00039364456707568075,0.0,0.0,0.0018012422360248433,0.0018012422360248433,0.0,0.0,0.0,3.3061537635665874,-2.3061537635665874,94345.48,29586.54994181647,103646.75,53.0,103684.0,9.0,9.0,9.0,9.0,8.569452784002738,443.0
cg25846372,0.00011898717437248057,0.0003825266851275817,0.0,0.0,0.001537801492138186,0.001537801492138186,0.0,0.0,0.0,3.2148537492346545,-2.2148537492346545,94346.56,29584.767194392454,103647.0,114.0,103684.5,9.0,9.0,9.0,9.0,8.563680699104715,444.0
cg25497250,0.00011882350098071248,0.00036269690138421664,0.0,0.0,0.0015042287185144335,0.0015042287185144335,0.0,0.0,0.0,3.052397826616026,-2.052397826616026,93323.265,30980.892064985397,103647.0,143.0,103684.5,10.0,10.0,10.0,10.0,8.55140021180078,445.0
cg24864413,0.00011880914757177626,0.00038586255840216934,0.0,0.0,0.0016138513376365042,0.0016138513376365042,0.0,0.0,0.0,3.2477485236917953,-2.2477485236917953,94347.995,29581.499822988608,103647.0,90.0,103684.5,9.0,9.0,9.0,9.0,8.550323269151122,446.0
cg12111351,0.00011872282931561648,0.0004074852596654532,0.0,0.0,0.0018656084656084656,0.0018656084656084656,0.0,0.0,0.0,3.432237243592454,-2.432237243592454,95373.865,28067.370980184005,103647.25,28.0,103684.5,8.0,8.0,8.0,8.0,8.543846772040524,447.0
cg26620900,0.0001183787981608191,0.0005121611933295626,0.0,0.0,0.0032665755838704237,0.0032665755838704237,0.0,0.0,0.0,4.326456837212538,-3.326456837212538,97441.17,24575.68243317162,103647.25,1.0,103684.5,6.0,6.0,6.0,6.0,8.518033961644113,448.0
cg02678221,0.00011835460822330896,0.0004933701848653053,0.0,0.0,0.003336979607099606,0.003336979607099606,0.0,0.0,0.0,4.168572524672409,-3.168572524672409,97435.33,24599.643661262657,103647.0,1.0,103684.5,6.0,6.0,6.0,6.0,8.516218979885213,449.0
cg14461974,0.00011826628702995437,0.0004027996343135475,0.0,0.0,0.0016830670028529738,0.0016830670028529738,0.0,0.0,0.0,3.405867418707286,-2.405867418707286,95371.54,28075.482352283812,103647.0,63.0,103684.5,8.0,8.0,8.0,8.0,8.509592201506988,450.0
cg10321339,0.00011822440303920597,0.0003670599036222897,0.0,0.0,0.0013433592472687258,0.0013433592472687258,0.0,0.0,0.0,3.104770112677608,-2.104770112677608,93321.075,30987.70478095909,103647.0,246.0,103684.5,10.0,10.0,10.0,10.0,8.506449627072211,451.0
cg00495931,0.00011810917721883904,0.00040934049083712014,0.0,0.0,0.0020187424808459447,0.0020187424808459447,0.0,0.0,0.0,3.465777629632537,-2.465777629632537,95376.155,28061.503360537816,103647.25,12.0,103684.5,8.0,8.0,8.0,8.0,8.497804182575608,452.0
cg10207553,0.00011809234646111634,0.0003979662071443061,0.0,0.0,0.0016636835985932138,0.0016636835985932138,0.0,0.0,0.0,3.369954802954669,-2.369954802954669,94347.125,29581.75929676724,103646.75,68.0,103684.5,9.0,9.0,9.0,8.0,8.496541363345822,453.0
cg08812889,0.00011806891262175682,0.0004760877788682916,0.0,0.0,0.0028358781041354086,0.0028358781041354086,0.0,0.0,0.0,4.0322839015642105,-3.0322839015642105,96410.01,26389.87174172887,103647.0,5.0,103684.5,7.000000000000001,7.000000000000001,7.000000000000001,7.000000000000001,8.494783111967095,454.0
cg16064518,0.00011799515776143834,0.0005010823016993753,0.0,0.0,0.002827597852506352,0.002827597852506352,0.0,0.0,0.0,4.246630849457175,-3.2466308494571754,97442.04,24573.497606433644,103647.25,4.0,103684.5,6.0,6.0,6.0,6.0,8.489249252028346,455.0
cg12276604,0.0001179752932660651,0.0004069163714499525,0.0,0.0,0.0018036815811010545,0.0018036815811010545,0.0,0.0,0.0,3.4491630854940283,-2.4491630854940283,95374.97,28066.88804737889,103648.75,42.0,103684.5,8.0,8.0,8.0,8.0,8.487758810114759,456.0
cg00573355,0.00011788073110447206,0.00047344281416384195,0.0,0.0,0.0026075357764021524,0.0026075357764021524,0.0,0.0,0.0,4.016283306861423,-3.016283306861423,97434.565,24605.76495820187,103647.25,6.0,103684.5,6.0,6.0,6.0,6.0,8.480663769116761,457.0
cg18025812,0.0001176701330305663,0.0003865162618778985,0.0,0.0,0.001717772035601494,0.001717772035601494,0.0,0.0,0.0,3.2847411951457266,-2.2847411951457266,94348.5,29579.068976727445,103647.25,59.0,103684.5,9.0,9.0,9.0,9.0,8.464862502063548,458.0
cg25284762,0.00011762694245351227,0.0003829422820470392,0.0,0.0,0.0017732371378974265,0.0017732371378974265,0.0,0.0,0.0,3.255563296156009,-2.255563296156009,94350.26,29572.326395084307,103647.0,60.0,103684.5,9.0,9.0,9.0,9.0,8.461621893877746,459.0
cg04380635,0.0001175146071145748,0.0004302928639450606,0.0,0.0,0.0018975970810012255,0.0018975970810012255,0.0,0.0,0.0,3.6616086148734777,-2.6616086148734777,96399.92,26427.493486492433,103647.25,20.0,103684.5,7.000000000000001,7.000000000000001,7.000000000000001,7.000000000000001,8.45319332348703,460.0
cg08872321,0.00011750043920592724,0.00040872924473262765,0.0,0.0,0.002235820804656445,0.002235820804656445,0.0,0.0,0.0,3.478530800750654,-2.478530800750654,95376.47,28058.147115037726,103647.0,7.0,103684.5,8.0,8.0,8.0,8.0,8.452130299006445,461.0
cg12481734,0.00011741401410937107,0.0004031784494356661,0.0,0.0,0.0018826377197611209,0.0018826377197611209,0.0,0.0,0.0,3.433815878899414,-2.433815878899414,95374.29,28065.50200229634,103647.0,33.0,103684.5,8.0,8.0,8.0,8.0,8.445645785613436,462.0
cg12670675,0.00011737000098731584,0.00038757826044645127,0.0,0.0,0.0016778782518220374,0.0016778782518220374,0.0,0.0,0.0,3.302189034397583,-2.302189034397583,94346.805,29585.39251471028,103648.0,72.0,103684.5,9.0,9.0,9.0,9.0,8.44234346151074,463.0
cg13880069,0.00011725183576640901,0.0005167149104072905,0.0,0.0,0.0039759171740542665,0.0039759171740542665,0.0,0.0,0.0,4.406877438993394,-3.4068774389933942,97440.005,24584.507170319175,103648.5,1.0,103684.5,6.0,6.0,6.0,6.0,8.433477472485663,464.0
cg19214003,0.0001172470497709185,0.00045381216816665443,0.0,0.0,0.0030030153168864567,0.0030030153168864567,0.0,0.0,0.0,3.8705603424332975,-2.8705603424332975,96407.755,26402.15724732498,103648.5,1.0,103684.5,7.000000000000001,7.000000000000001,7.000000000000001,7.000000000000001,8.433118377117609,465.0
cg07686113,0.00011706004421470635,0.0003545511781569883,0.0,0.0,0.0014969139482543812,0.0014969139482543812,0.0,0.0,0.0,3.0287949885546595,-2.0287949885546595,93327.17,30970.09146501024,103646.25,125.0,103684.5,10.0,10.0,10.0,10.0,8.419087267149028,466.0
cg12301619,0.00011699790108549399,0.0004307580243958441,0.0,0.0,0.002030221262817054,0.002030221262817054,0.0,0.0,0.0,3.6817554180355287,-2.6817554180355287,96402.02,26420.866776652118,103647.25,17.0,103684.5,7.000000000000001,7.000000000000001,7.000000000000001,7.000000000000001,8.414424640554227,467.0
cg00630018,0.00011696083413262238,0.00043013976377594826,0.0,0.0,0.002868124338059891,0.002868124338059891,0.0,0.0,0.0,3.6776361865254206,-2.6776361865254206,95382.785,28038.704495148755,103647.25,5.0,103684.5,8.0,8.0,8.0,8.0,8.411643490611539,468.0
cg02647874,0.00011690502535344025,0.0004692553037668449,0.0,0.0,0.0028704830794391944,0.0028704830794391944,0.0,0.0,0.0,4.01398400923947,-3.0139840092394703,96409.91,26391.0311072133,103647.25,4.0,103684.5,7.000000000000001,7.000000000000001,7.000000000000001,7.000000000000001,8.407456133113838,469.0
cg14396932,0.00011689130666189397,0.00039837015628952483,0.0,0.0,0.0016760639530393156,0.0016760639530393156,0.0,0.0,0.0,3.4080362933932555,-2.4080362933932555,95372.9,28070.52127009757,103647.0,73.0,103684.5,8.0,8.0,8.0,8.0,8.406426813591949,470.0
cg14057072,0.00011684211248994603,0.0004033291567157671,0.0,0.0,0.0017996925104326815,0.0017996925104326815,0.0,0.0,0.0,3.4519130382820555,-2.4519130382820555,95373.575,28068.08191089792,103647.0,36.0,103684.5,8.0,8.0,8.0,8.0,8.402735753013879,471.0
cg03467116,0.0001167236923054671,0.0004288715382263822,0.0,0.0,0.0018741854636591473,0.0018741854636591473,0.0,0.0,0.0,3.6742426694295705,-2.6742426694295705,96403.205,26420.80385066804,103648.75,36.0,103684.5,7.000000000000001,7.000000000000001,7.000000000000001,7.000000000000001,8.393850633958708,472.0
cg26340867,0.00011665332770460019,0.0004337637093787696,0.0,0.0,0.002321227376243558,0.002321227376243558,0.0,0.0,0.0,3.7183966036315987,-2.7183966036315987,96402.63,26416.954953837885,103647.0,6.0,103684.5,7.000000000000001,7.000000000000001,7.000000000000001,7.000000000000001,8.388571146692891,473.0
cg21287179,0.00011664168589432,0.00039707665557847275,0.0,0.0,0.0017620303854600726,0.0017620303854600726,0.0,0.0,0.0,3.404240191745974,-2.404240191745974,95372.825,28070.878084535845,103647.0,47.0,103684.5,8.0,8.0,8.0,8.0,8.387697656495149,474.0
cg11930889,0.00011651556682742261,0.00041871192742614515,0.0,0.0,0.002849025694950499,0.002849025694950499,0.0,0.0,0.0,3.5936105317606866,-2.5936105317606866,93328.365,30967.668194897644,103647.0,7.0,103684.5,10.0,10.0,10.0,10.0,8.378234886871532,475.0
cg07115542,0.00011641853228054163,0.00043349688565905967,0.0,0.0,0.003120936017976114,0.003120936017976114,0.0,0.0,0.0,3.723604007083967,-2.723604007083967,94356.335,29554.96225213754,103647.0,2.0,103684.5,9.0,9.0,9.0,9.0,8.370954341706907,476.0
cg24651706,0.00011620296796853998,0.0003962627632309221,0.0,0.0,0.0017480884519502262,0.0017480884519502262,0.0,0.0,0.0,3.4100886504838543,-2.4100886504838543,95372.89,28069.31867988427,103647.0,49.0,103684.5,8.0,8.0,8.0,8.0,8.354780455602876,477.0
cg01769521,0.0001161859497633487,0.0004290079113143012,0.0,0.0,0.0020634920634920633,0.0020634920634920633,0.0,0.0,0.0,3.6924218715423898,-2.6924218715423898,96403.01,26417.220806888447,103648.0,11.0,103684.5,7.000000000000001,7.000000000000001,7.000000000000001,7.000000000000001,8.353503572106238,478.0
cg16081457,0.00011609890759277523,0.0003691075969955518,0.0,0.0,0.0014680384669777968,0.0014680384669777968,0.0,0.0,0.0,3.179248510807436,-2.179248510807436,93322.67,30985.641985459974,103647.25,175.0,103684.5,10.0,10.0,10.0,10.0,8.346972759375547,479.0
cg12915834,0.00011596166514539529,0.0003956227248682802,0.0,0.0,0.0017297925954642373,0.0017297925954642373,0.0,0.0,0.0,3.4116652533896854,-2.4116652533896854,95373.855,28067.78195567785,103647.0,50.0,103684.5,8.0,8.0,8.0,8.0,8.336675397572241,480.0
cg04724489,0.00011584218574872015,0.00040744527181406923,0.0,0.0,0.002384657314037109,0.002384657314037109,0.0,0.0,0.0,3.517241300796508,-2.517241300796508,95378.485,28050.530686464295,103647.0,7.0,103684.0,8.0,8.0,8.0,8.0,8.327710805355384,481.0
cg21407059,0.00011573461097932589,0.00039917172996073176,0.0,0.0,0.0016868044109604064,0.0016868044109604064,0.0,0.0,0.0,3.449023431112532,-2.449023431112532,95373.805,28067.300029027996,103647.0,53.0,103684.5,8.0,8.0,8.0,8.0,8.3196394226126,482.0
cg01838759,0.00011564669501290134,0.0004403343113867373,0.0,0.0,0.0027351343777705615,0.0027351343777705615,0.0,0.0,0.0,3.8075790283476034,-2.8075790283476034,96407.15,26404.682184084326,103648.5,5.0,103684.5,7.000000000000001,7.000000000000001,7.000000000000001,7.000000000000001,8.313043048590977,483.0
